SLC7A1,7.125503428917949e-16,-3.00061425718381e-15,1.0,5.416836878443739e-15,3.6527605706319175e-15,1.828123731349224e-15,-6.338655917867792e-16,8.80490870023173e-15,2.1677603525180485e-14,7.829968938305138e-15,-9.027111873997873e-15,2.0778924794489805e-14,-7.209820012477767e-15,7.839573876821525e-16,-8.166395855554465e-15,-3.55168420092285e-14,-0.13135065295872117,0.036011919729798544,-2.841507872440271e-18,0.0412488131725457,0.10597414824159912,0.17346687947215797,-0.10666625324883723,0.02247313413432636,0.006881761423529519,-0.10814146112225607,-0.10204224396617108,-0.6693898707219954,-0.36892016971629965,0.4083555178499433,0.13534212962631212,-0.36760509768044686,-3.6150764800666106e-16,1.0,-1.401882467607828e-15,5.062949457884256e-15,-8.907124587735323e-16,-1.1462020317228658e-16,-1.8591465197483158e-16,4.073013358726987e-16,-1.0447017731775296e-15,3.603420663858453e-15,3.512917086762389e-15,-8.481088240848137e-16,-1.8033280828233884e-15,2.4952870050073625e-15,-3.729967421377086e-16,2.5023408405863605e-15,0.1038207807254863,5.278804396199898e-17,-0.026264621044250775,0.04001466849143726,-0.013004333001371349,-0.1918301923302515,0.16544546479713584,-0.054416247818029145,-0.24686732296995012,-0.279415639294156,0.36461142371161503,-0.1099980060148497,0.39989841527349296,0.37862242605396706,0.4180634348437603,0.3968886876673313
ADAM17,-1.0735363746812213e-15,6.804727632067516e-17,1.0,-1.4631923937401802e-15,1.5820490613021174e-15,-2.7597056441795803e-15,-2.5963740215480197e-15,3.0557282118156766e-15,2.2315933364497988e-15,5.0154435161304435e-15,1.1859416459371462e-15,5.815592957450808e-15,1.3854631602871863e-15,-6.225118892531886e-16,-1.5506738913026447e-15,-7.570326201000253e-15,-0.292895007432291,0.0974671942509209,-1.6432626369410645e-18,0.009670238262512749,0.17146551424622708,0.12290059452988848,-0.19282158585311324,-0.050178056361362265,-0.186133748570449,-0.14062044522221331,0.06401318578795796,-0.6478843583626365,-0.2652531063179693,0.3772699727335219,0.08932905247898491,-0.3485296731181634,-7.222541464137757e-16,1.0,4.7014561488958864e-17,8.236651704348456e-16,-6.108498794566018e-16,-3.144532530475901e-16,-8.250728728079142e-16,2.5305945045443503e-15,2.942263867836643e-16,8.343476847133192e-16,0.0,2.3609493916152104e-15,1.35795778791594e-15,5.690404369657615e-16,-1.4401342582398305e-15,2.759961007268804e-15,0.2867515445449895,1.4630380366305277e-16,-0.07010877249252855,0.05648811548594157,0.029712790590691866,-0.27439293107380847,0.08953034282157664,-0.2143315043232915,-0.19741346895250836,-0.3848076756300524,0.09564285780787916,-0.20603167468901726,0.5776940068849067,0.4166461320927148,0.1611790662187355,0.08712467740035765
NUMBL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXJ3,1.731026160964908e-15,-3.0519663168654145e-16,1.0,2.6649609251535035e-16,6.645715524181678e-16,1.2072571118492124e-15,2.588559752599616e-15,1.441892759016127e-15,3.2836820997741595e-15,-2.0088372190723306e-15,-3.7332598807964e-15,3.3967680998427655e-15,-3.4712017595834138e-15,-1.8790301635853054e-15,-7.265189661029501e-15,-2.595295109772256e-15,-0.19341521167279357,0.05812934110421197,6.341191410390341e-18,0.03437156997011337,0.12050427144831048,0.16149878441446755,-0.11668408301701656,0.04544602438517183,-0.003978442733760448,-0.10599748652255905,-0.04518170761759566,-0.711469675076953,-0.3420379716827854,0.38929344265072446,0.1472906459108742,-0.30336579282768106,6.239402887658266e-16,1.0,-5.845437053577228e-16,3.3934767206768784e-15,9.848574544033049e-16,-6.551493996984822e-17,-5.653608946049207e-16,1.3557552073257373e-16,2.4966128578656816e-15,1.7962705917804257e-15,-1.7323257995857697e-16,1.425777767126034e-17,-8.798153094035765e-16,1.4505803774045105e-15,-1.1277575341933032e-15,1.6025862212256885e-15,0.1825026200307759,9.360902234780505e-17,-0.037406650104990655,0.055360146083425606,0.009535085097688243,-0.23952903134734627,0.17697760488306358,-0.03898150460938771,-0.18094898999828815,-0.28870073901308746,0.39814218354591097,-0.20569194441123256,0.3782371868986871,0.3092461920537569,0.4263946620204767,0.3667384255063139
XPO6,-2.3035720779279173e-15,-1.0717085784238359e-15,1.0,7.617653603219175e-17,-2.963505195781438e-16,-2.136889070947626e-15,2.033330766223927e-15,4.867553283556086e-15,-3.7843803225416116e-16,6.1055822980357116e-15,1.8415550992593424e-14,3.9638450036642976e-15,3.0543447439486553e-15,-5.74811243063788e-15,2.711117427265855e-14,-2.593781734874787e-15,-0.09435027898097074,0.02020997498939736,-1.3323388932057872e-18,-0.022461953398564206,0.045348047956295046,-0.034890980682636595,-0.016913936859378958,0.05952892048992173,-0.03846059520793544,-0.14135872323762322,-0.08461553014398758,-0.3209382619277951,-0.5068519476769605,-0.6711148285636788,-0.3796478670607818,0.00568048587302563,2.4302412634602855e-15,1.0,-3.0468456273973252e-15,2.60235720061786e-15,-1.0947492802096077e-15,-5.374924703228225e-16,5.993734910647342e-16,-3.0013848797721974e-16,2.8128621227644243e-15,-2.1646827511926833e-16,-7.190701398777841e-17,-3.7284993260094343e-16,5.212964616789437e-16,4.168527170991659e-15,4.260323645807479e-15,-3.389638784267721e-16,0.09771547097863963,4.969178911517916e-17,0.0023703892454023435,-0.15294526698791003,0.0056798689621794145,-0.12976109573212594,0.21679409032292266,0.07841720413494574,0.15818733337854188,-0.5710989722009333,0.3526235627066463,0.12232714825542773,0.1424299261576283,-0.5360433656252016,-0.23375355660956032,0.2104295590491986
G6PC3,7.125503428917949e-16,-3.00061425718381e-15,1.0,5.416836878443739e-15,3.6527605706319175e-15,1.828123731349224e-15,-6.338655917867792e-16,8.80490870023173e-15,2.1677603525180485e-14,7.829968938305138e-15,-9.027111873997873e-15,2.0778924794489805e-14,-7.209820012477767e-15,7.839573876821525e-16,-8.166395855554465e-15,-3.55168420092285e-14,-0.13135065295872117,0.036011919729798544,-2.841507872440271e-18,0.0412488131725457,0.10597414824159912,0.17346687947215797,-0.10666625324883723,0.02247313413432636,0.006881761423529519,-0.10814146112225607,-0.10204224396617108,-0.6693898707219954,-0.36892016971629965,0.4083555178499433,0.13534212962631212,-0.36760509768044686,-3.6150764800666106e-16,1.0,-1.401882467607828e-15,5.062949457884256e-15,-8.907124587735323e-16,-1.1462020317228658e-16,-1.8591465197483158e-16,4.073013358726987e-16,-1.0447017731775296e-15,3.603420663858453e-15,3.512917086762389e-15,-8.481088240848137e-16,-1.8033280828233884e-15,2.4952870050073625e-15,-3.729967421377086e-16,2.5023408405863605e-15,0.1038207807254863,5.278804396199898e-17,-0.026264621044250775,0.04001466849143726,-0.013004333001371349,-0.1918301923302515,0.16544546479713584,-0.054416247818029145,-0.24686732296995012,-0.279415639294156,0.36461142371161503,-0.1099980060148497,0.39989841527349296,0.37862242605396706,0.4180634348437603,0.3968886876673313
DSTYK,7.125503428917949e-16,-3.00061425718381e-15,1.0,5.416836878443739e-15,3.6527605706319175e-15,1.828123731349224e-15,-6.338655917867792e-16,8.80490870023173e-15,2.1677603525180485e-14,7.829968938305138e-15,-9.027111873997873e-15,2.0778924794489805e-14,-7.209820012477767e-15,7.839573876821525e-16,-8.166395855554465e-15,-3.55168420092285e-14,-0.13135065295872117,0.036011919729798544,-2.841507872440271e-18,0.0412488131725457,0.10597414824159912,0.17346687947215797,-0.10666625324883723,0.02247313413432636,0.006881761423529519,-0.10814146112225607,-0.10204224396617108,-0.6693898707219954,-0.36892016971629965,0.4083555178499433,0.13534212962631212,-0.36760509768044686,-3.6150764800666106e-16,1.0,-1.401882467607828e-15,5.062949457884256e-15,-8.907124587735323e-16,-1.1462020317228658e-16,-1.8591465197483158e-16,4.073013358726987e-16,-1.0447017731775296e-15,3.603420663858453e-15,3.512917086762389e-15,-8.481088240848137e-16,-1.8033280828233884e-15,2.4952870050073625e-15,-3.729967421377086e-16,2.5023408405863605e-15,0.1038207807254863,5.278804396199898e-17,-0.026264621044250775,0.04001466849143726,-0.013004333001371349,-0.1918301923302515,0.16544546479713584,-0.054416247818029145,-0.24686732296995012,-0.279415639294156,0.36461142371161503,-0.1099980060148497,0.39989841527349296,0.37862242605396706,0.4180634348437603,0.3968886876673313
TPD52L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAPK11,7.125503428917949e-16,-3.00061425718381e-15,1.0,5.416836878443739e-15,3.6527605706319175e-15,1.828123731349224e-15,-6.338655917867792e-16,8.80490870023173e-15,2.1677603525180485e-14,7.829968938305138e-15,-9.027111873997873e-15,2.0778924794489805e-14,-7.209820012477767e-15,7.839573876821525e-16,-8.166395855554465e-15,-3.55168420092285e-14,-0.13135065295872117,0.036011919729798544,-2.841507872440271e-18,0.0412488131725457,0.10597414824159912,0.17346687947215797,-0.10666625324883723,0.02247313413432636,0.006881761423529519,-0.10814146112225607,-0.10204224396617108,-0.6693898707219954,-0.36892016971629965,0.4083555178499433,0.13534212962631212,-0.36760509768044686,-3.6150764800666106e-16,1.0,-1.401882467607828e-15,5.062949457884256e-15,-8.907124587735323e-16,-1.1462020317228658e-16,-1.8591465197483158e-16,4.073013358726987e-16,-1.0447017731775296e-15,3.603420663858453e-15,3.512917086762389e-15,-8.481088240848137e-16,-1.8033280828233884e-15,2.4952870050073625e-15,-3.729967421377086e-16,2.5023408405863605e-15,0.1038207807254863,5.278804396199898e-17,-0.026264621044250775,0.04001466849143726,-0.013004333001371349,-0.1918301923302515,0.16544546479713584,-0.054416247818029145,-0.24686732296995012,-0.279415639294156,0.36461142371161503,-0.1099980060148497,0.39989841527349296,0.37862242605396706,0.4180634348437603,0.3968886876673313
FAM117B,7.125503428917949e-16,-3.00061425718381e-15,1.0,5.416836878443739e-15,3.6527605706319175e-15,1.828123731349224e-15,-6.338655917867792e-16,8.80490870023173e-15,2.1677603525180485e-14,7.829968938305138e-15,-9.027111873997873e-15,2.0778924794489805e-14,-7.209820012477767e-15,7.839573876821525e-16,-8.166395855554465e-15,-3.55168420092285e-14,-0.13135065295872117,0.036011919729798544,-2.841507872440271e-18,0.0412488131725457,0.10597414824159912,0.17346687947215797,-0.10666625324883723,0.02247313413432636,0.006881761423529519,-0.10814146112225607,-0.10204224396617108,-0.6693898707219954,-0.36892016971629965,0.4083555178499433,0.13534212962631212,-0.36760509768044686,-3.6150764800666106e-16,1.0,-1.401882467607828e-15,5.062949457884256e-15,-8.907124587735323e-16,-1.1462020317228658e-16,-1.8591465197483158e-16,4.073013358726987e-16,-1.0447017731775296e-15,3.603420663858453e-15,3.512917086762389e-15,-8.481088240848137e-16,-1.8033280828233884e-15,2.4952870050073625e-15,-3.729967421377086e-16,2.5023408405863605e-15,0.1038207807254863,5.278804396199898e-17,-0.026264621044250775,0.04001466849143726,-0.013004333001371349,-0.1918301923302515,0.16544546479713584,-0.054416247818029145,-0.24686732296995012,-0.279415639294156,0.36461142371161503,-0.1099980060148497,0.39989841527349296,0.37862242605396706,0.4180634348437603,0.3968886876673313
